id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
61;ESTIMATION OF THE EXPONENT OF THE DECODING ERROR PROBABILITY FOR A SPECIAL GENERALIZED LDPC CODE Zyablov V.V., Rybin P.S. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 946-952.;1;Зяблов;В;В;Зяблов В. В.;ESTIMATION OF THE EXPONENT OF THE DECODING ERROR PROBABILITY FOR A SPECIAL GENERALIZED LDPC CODE Zyablov V.V., Rybin P.S. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 946-952. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
62;COMPARISON OF VARIOUS CONSTRUCTIONS OF BINARY LDPC CODES BASED ON PERMUTATION MATRICES Zyablov V.V., Ivanov F.I., Potapov V.G. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 932-945.;0;Зяблов;В;В;Зяблов В. В.;COMPARISON OF VARIOUS CONSTRUCTIONS OF BINARY LDPC CODES BASED ON PERMUTATION MATRICES Zyablov V.V., Ivanov F.I., Potapov V.G. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 932-945. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
63;LOW-DENSITY PARITY-CHECK CODES BASED ON GALOIS FIELDS Ivanov F.I., Zyablov V.V., Potapov V.G. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 857-867.;0;Зяблов;В;В;Зяблов В. В.;LOW-DENSITY PARITY-CHECK CODES BASED ON GALOIS FIELDS Ivanov F.I., Zyablov V.V., Potapov V.G. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 857-867. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
64;GENERALIZED ERROR-LOCATING CODES FOR DIGITAL MAGNETIC STORAGE SYSTEMS Fahrner A., Grie?er H., Klarer R., Zyablov V.V. В сборнике: ITG-Fachbericht 5th International ITG Conference on Source and Channel Coding (SCC). Erlangen, 2004. С. 219-226.;5;Зяблов;В;В;Зяблов В. В.;GENERALIZED ERROR-LOCATING CODES FOR DIGITAL MAGNETIC STORAGE SYSTEMS Fahrner A., Grie?er H., Klarer R., Zyablov V.V. В сборнике: ITG-Fachbericht 5th International ITG Conference on Source and Channel Coding (SCC). Erlangen, 2004. С. 219-226. ;2004    ;;2004    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
65;ON THE ERROR EXPONENT FOR WOVEN CONVOLUTIONAL CODES WITH INNER WARP Zyablov V.V., Shavgulidze S., Johannesson R. IEEE Transactions on Information Theory. 2001. Т. 47. № 3. С. 1195-1199.;5;Зяблов;В;В;Зяблов В. В.;ON THE ERROR EXPONENT FOR WOVEN CONVOLUTIONAL CODES WITH INNER WARP Zyablov V.V., Shavgulidze S., Johannesson R. IEEE Transactions on Information Theory. 2001. Т. 47. № 3. С. 1195-1199. ;2001    ;;2001    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
66;NONCOHERENT DHA FH OFDMA: POSSIBLE SOLUTION FOR WIRELESS COEXISTENCE IN SATELLITE COMMUNICATIONS Zyablov V.V., Seitkulov Y.N. Перспективы развития информационных технологий. 2012. № 10. С. 111-116.;0;Зяблов;В;В;Зяблов В. В.;NONCOHERENT DHA FH OFDMA: POSSIBLE SOLUTION FOR WIRELESS COEXISTENCE IN SATELLITE COMMUNICATIONS Zyablov V.V., Seitkulov Y.N. Перспективы развития информационных технологий. 2012. № 10. С. 111-116. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
67;ON THE USER CAPACITY FOR A MULTIPLE-ACCESS SYSTEM IN A VECTOR DISJUNCTIVE CHANNEL WITH ERRORS Osipov D.S., Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2013. Т. 49. № 4. С. 308-321.;1;Зяблов;В;В;Зяблов В. В.;ON THE USER CAPACITY FOR A MULTIPLE-ACCESS SYSTEM IN A VECTOR DISJUNCTIVE CHANNEL WITH ERRORS Osipov D.S., Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2013. Т. 49. № 4. С. 308-321. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
68;LOW-DENSITY PARITY-CHECK CODES BASED ON STEINER SYSTEMS AND PERMUTATION MATRICES Ivanov F.I., Zyablov V.V. Problems of Information Transmission. 2013. Т. 49. № 4. С. 333-347.;1;Зяблов;В;В;Зяблов В. В.;LOW-DENSITY PARITY-CHECK CODES BASED ON STEINER SYSTEMS AND PERMUTATION MATRICES Ivanov F.I., Zyablov V.V. Problems of Information Transmission. 2013. Т. 49. № 4. С. 333-347. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
69;"NONEQUIVALENT CASCADED CONVOLUTIONAL CODES OBTAINED FROM EQUIVALENT CONSTITUENT CONVOLUTIONAL ENCODERS Host S., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Сер. ""Proceedings - 1998 IEEE International Symposium on Information Theory, ISIT 1998"" 1998. С. 338.";0;Зяблов;В;В;Зяблов В. В.;"NONEQUIVALENT CASCADED CONVOLUTIONAL CODES OBTAINED FROM EQUIVALENT CONSTITUENT CONVOLUTIONAL ENCODERS Host S., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Сер. ""Proceedings - 1998 IEEE International Symposium on Information Theory, ISIT 1998"" 1998. С. 338. ";1998  1998  ;1998;1998;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
70;МЕТОД КОДИРОВАНИЯ ДЛЯ Q-ЧАСТОТНОГО ГАУССОВСКОГО КАНАЛА С S ПОЛЬЗОВАТЕЛЯМИ Фролов А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 2. С. 151-159.;1;Зяблов;В;В;Зяблов В. В.;МЕТОД КОДИРОВАНИЯ ДЛЯ Q-ЧАСТОТНОГО ГАУССОВСКОГО КАНАЛА С S ПОЛЬЗОВАТЕЛЯМИ Фролов А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 2. С. 151-159. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
71;ОБОБЩЁННАЯ КАСКАДНАЯ СИСТЕМА С ВЛОЖЕННЫМИ ПРОСТРАНСТВЕННО-ВРЕМЕННЫМИ КОДАМИ ДЛЯ СИСТЕМ MIMO Крещук А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 2. С. 160-177.;1;Зяблов;В;В;Зяблов В. В.;ОБОБЩЁННАЯ КАСКАДНАЯ СИСТЕМА С ВЛОЖЕННЫМИ ПРОСТРАНСТВЕННО-ВРЕМЕННЫМИ КОДАМИ ДЛЯ СИСТЕМ MIMO Крещук А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 2. С. 160-177. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
72;ОБОБЩЁННЫЕ КОДЫ С ЛОКАЛИЗАЦИЕЙ ОШИБОК И МИНИМИЗАЦИЯ ИЗБЫТОЧНОСТИ ДЛЯ ЗАДАННЫХ ВХОДНОЙ И ВЫХОДНОЙ ВЕРОЯТНОСТЕЙ ОШИБКИ Жилин И.В., Крещук А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 4. С. 370-384.;3;Зяблов;В;В;Зяблов В. В.;ОБОБЩЁННЫЕ КОДЫ С ЛОКАЛИЗАЦИЕЙ ОШИБОК И МИНИМИЗАЦИЯ ИЗБЫТОЧНОСТИ ДЛЯ ЗАДАННЫХ ВХОДНОЙ И ВЫХОДНОЙ ВЕРОЯТНОСТЕЙ ОШИБКИ Жилин И.В., Крещук А.А., Зяблов В.В. Информационные процессы. 2014. Т. 14. № 4. С. 370-384. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
73;УЛУЧШЕНИЕ РАДИАЦИОННОЙ СТОЙКОСТИ ПАМЯТИ С ПОМОЩЬЮ ПОМЕХОУСТОЙЧИВЫХ КОДОВ Ершов А.Н., Петров С.В., Пятошин Ю.П., Коханько Д.В., Зяблов В.В., Афанасьев В.Б., Потапов В.Г., Зигангиров Д.К. Ракетно-космическое приборостроение и информационные системы. 2014. Т. 1. № 4. С. 42-49.;0;Зяблов;В;В;Зяблов В. В.;УЛУЧШЕНИЕ РАДИАЦИОННОЙ СТОЙКОСТИ ПАМЯТИ С ПОМОЩЬЮ ПОМЕХОУСТОЙЧИВЫХ КОДОВ Ершов А.Н., Петров С.В., Пятошин Ю.П., Коханько Д.В., Зяблов В.В., Афанасьев В.Б., Потапов В.Г., Зигангиров Д.К. Ракетно-космическое приборостроение и информационные системы. 2014. Т. 1. № 4. С. 42-49. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
74;ОБОБЩЕННЫЕ КОДЫ С ЛОКАЛИЗАЦИЕЙ ОШИБОК С МЯГКИМ ДЕКОДИРОВАНИЕМ ВНУТРЕННИХ КОДОВ Жилин И.В., Иванов Ф.И., Зяблов В.В. Информационные процессы. 2015. Т. 15. № 2. С. 111-127.;1;Зяблов;В;В;Зяблов В. В.;ОБОБЩЕННЫЕ КОДЫ С ЛОКАЛИЗАЦИЕЙ ОШИБОК С МЯГКИМ ДЕКОДИРОВАНИЕМ ВНУТРЕННИХ КОДОВ Жилин И.В., Иванов Ф.И., Зяблов В.В. Информационные процессы. 2015. Т. 15. № 2. С. 111-127. ;2015    ;;2015    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
75;СИМВОЛЬНАЯ СИНХРОНИЗАЦИЯ СИСТЕМЫ МНОЖЕСТВЕННОГО ДОСТУПА НА БАЗЕ OFDM-MFSK Потапов В.Г., Зигангиров Д.К., Зяблов В.В. Информационные процессы. 2015. Т. 15. № 2. С. 134-161.;1;Зяблов;В;В;Зяблов В. В.;СИМВОЛЬНАЯ СИНХРОНИЗАЦИЯ СИСТЕМЫ МНОЖЕСТВЕННОГО ДОСТУПА НА БАЗЕ OFDM-MFSK Потапов В.Г., Зигангиров Д.К., Зяблов В.В. Информационные процессы. 2015. Т. 15. № 2. С. 134-161. ;2015    ;;2015    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
76;ON THE CAPACITY OF A MULTIPLE-ACCESS VECTOR ADDER CHANNEL Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2014. Т. 50. № 2. С. 133-143.;2;Зяблов;В;В;Зяблов В. В.;ON THE CAPACITY OF A MULTIPLE-ACCESS VECTOR ADDER CHANNEL Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2014. Т. 50. № 2. С. 133-143. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
77;GENERALIZED ERROR-LOCATING CODES AND MINIMIZATION OF REDUNDANCY FOR SPECIFIED INPUT AND OUTPUT ERROR PROBABILITIES Zhilin I.V., Kreshchuk A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2015. Т. 60. № 6. С. 695-706.;4;Зяблов;В;В;Зяблов В. В.;GENERALIZED ERROR-LOCATING CODES AND MINIMIZATION OF REDUNDANCY FOR SPECIFIED INPUT AND OUTPUT ERROR PROBABILITIES Zhilin I.V., Kreshchuk A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2015. Т. 60. № 6. С. 695-706. ;2015    ;;2015    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
78;A CODING TECHNIQUE FOR Q-FREQUENCY S-USER GAUSSIAN CHANNEL Frolov A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2014. Т. 59. № 12. С. 1483-1488.;3;Зяблов;В;В;Зяблов В. В.;A CODING TECHNIQUE FOR Q-FREQUENCY S-USER GAUSSIAN CHANNEL Frolov A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2014. Т. 59. № 12. С. 1483-1488. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
79;GENERALIZED CONCATENATED SYSTEM WITH EMBEDDED SPACE-TIME CODES FOR MIMO SYSTEMS Kreshchuk A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2014. Т. 59. № 12. С. 1489-1500.;3;Зяблов;В;В;Зяблов В. В.;GENERALIZED CONCATENATED SYSTEM WITH EMBEDDED SPACE-TIME CODES FOR MIMO SYSTEMS Kreshchuk A.A., Zyablov V.V. Journal of Communications Technology and Electronics. 2014. Т. 59. № 12. С. 1489-1500. ;2014    ;;2014    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
80;ДЕКОДИРОВАНИЕ ОЛО-КОДОВ C ДЕКОДИРОВАНИЕМ ВНЕШНИХ КОДОВ ДО ГРАНИЦЫ ДЖОНСОНА Жилин И.В., Иванов Ф.И., Зяблов В.В. В сборнике: Сборник трудов 39-й междисциплинарной школы-конференции ИППИ РАН «Информационные технологии и системы 2015» Институт проблем передачи информации им. А. А. Харкевича Российской академии наук. 2015. С. 573-584.;0;Зяблов;В;В;Зяблов В. В.;ДЕКОДИРОВАНИЕ ОЛО-КОДОВ C ДЕКОДИРОВАНИЕМ ВНЕШНИХ КОДОВ ДО ГРАНИЦЫ ДЖОНСОНА Жилин И.В., Иванов Ф.И., Зяблов В.В. В сборнике: Сборник трудов 39-й междисциплинарной школы-конференции ИППИ РАН «Информационные технологии и системы 2015» Институт проблем передачи информации им. А. А. Харкевича Российской академии наук. 2015. С. 573-584. ;2015    ;;2015    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
81;ERASURE INSERTION IN GENERALIZED ERROR LOCATING CODES Иванов Ф.И., Жилин И.В., Зяблов В.В. В сборнике: Сборник трудов 39-й междисциплинарной школы-конференции ИППИ РАН «Информационные технологии и системы 2015» Институт проблем передачи информации им. А. А. Харкевича Российской академии наук. 2015. С. 561-571.;0;Зяблов;В;В;Зяблов В. В.;ERASURE INSERTION IN GENERALIZED ERROR LOCATING CODES Иванов Ф.И., Жилин И.В., Зяблов В.В. В сборнике: Сборник трудов 39-й междисциплинарной школы-конференции ИППИ РАН «Информационные технологии и системы 2015» Институт проблем передачи информации им. А. А. Харкевича Российской академии наук. 2015. С. 561-571. ;2015    ;;2015    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
